500	100	1
501	101	1
502	102	1
503	103	1
504	104	1
505	105	1
506	106	1
507	107	1
508	108	1
509	109	1
510	110	1
511	111	1
512	112	1
513	113	1
514	114	2
515	115	2
516	116	2
517	117	2
518	118	2
519	119	2
520	120	2
521	121	2
522	122	2
523	123	2
524	124	2
525	125	2
526	126	2
527	127	2
528	128	2
529	129	2
530	130	2
531	131	2
532	132	2
533	133	2
534	134	2
535	135	2
536	136	3
537	137	3
538	138	3
539	139	3
540	140	3
541	141	3
542	142	3
543	143	3
544	144	3
545	145	3
546	146	3
547	147	3
548	148	3
549	149	3
550	150	3
551	151	3
552	152	3
553	153	3
554	154	3
555	155	4
556	156	4
557	157	4
558	158	4
559	159	4
560	160	4
561	161	4
562	162	4
563	163	4
564	164	4
565	165	4
566	166	4
567	167	4
568	168	4
569	169	4
570	170	4
571	171	4
572	172	4
573	173	4
574	174	4
575	175	4
576	176	5
577	177	5
578	178	5
579	179	5
580	180	5
581	181	5
582	182	5
583	183	5
584	184	5
585	185	5
586	186	5
587	187	5
588	188	5
589	189	5
590	190	5
591	191	5
592	192	5
593	193	5
594	194	5
595	195	5
596	196	5
597	197	5
598	198	5
599	199	5
600	200	6
601	201	6
602	202	6
603	203	6
604	204	6
605	205	6
606	206	6
607	207	6
608	208	6
609	209	6
610	210	6
611	211	6
612	212	6
613	213	6
614	214	6
615	215	6
616	216	6
617	217	6
618	218	6
619	219	6
620	220	6
621	221	6
622	222	6
623	223	6
624	224	6
625	225	6
626	226	6
627	227	6
628	228	6
629	229	6
630	230	6
631	231	6
632	232	6
633	233	6
634	234	6
635	235	6
636	236	6
637	237	6
638	238	6
639	239	6
640	240	6
641	241	6
642	242	6
643	243	6
644	244	6
645	245	6
646	246	6
647	247	7
648	248	7
649	249	7
650	250	7
651	251	7
652	252	7
653	253	7
654	254	7
655	255	7
656	256	7
657	257	7
658	258	7
659	259	7
660	260	7
661	261	7
662	262	7
663	263	7
664	264	7
665	265	7
666	266	7
667	267	7
668	268	7
669	269	7
670	270	7
671	271	7
672	272	7
673	273	7
674	274	7
675	275	7
676	276	7
677	277	7
678	278	7
679	279	7
680	280	7
681	281	7
682	282	7
683	283	7
684	284	7
685	285	7
686	286	7
687	287	7
688	288	7
689	289	7
690	290	7
691	291	7
692	292	7
693	293	7
694	294	7
695	295	7
696	296	7
697	297	7
698	298	7
699	299	7
700	300	8
701	301	8
702	302	8
703	303	8
704	304	8
705	305	8
706	306	8
707	307	8
708	308	8
709	309	8
710	310	8
711	311	8
712	312	8
713	313	8
714	314	8
715	315	8
716	316	8
717	317	8
718	318	8
719	319	8
720	320	8
721	321	8
722	322	8
723	323	8
724	324	8
725	325	8
726	326	8
727	327	8
728	328	8
729	329	8
730	330	8
731	331	8
732	332	8
733	333	8
734	334	8
735	335	8
736	336	8
737	337	8
738	338	8
739	339	8
740	340	8
741	341	8
742	342	8
743	343	8
744	344	8
745	345	9
746	346	9
747	347	9
748	348	9
749	349	9
750	350	9
751	351	9
752	352	9
753	353	9
754	354	9
755	355	9
756	356	9
757	357	9
758	358	9
759	359	9
760	360	9
761	361	9
762	362	9
763	363	9
764	364	9
765	365	9
766	366	9
767	367	9
768	368	9
769	369	9
770	370	9
771	371	9
772	372	9
773	373	9
774	374	9
775	375	9
776	376	9
777	377	9
778	378	9
779	379	9
780	380	9
781	381	9
782	382	9
783	383	10
784	384	10
785	385	10
786	386	10
787	387	10
788	388	10
789	389	10
790	390	10
791	391	10
792	392	10
793	393	10
794	394	10
795	395	10
796	396	10
797	397	10
798	398	10
799	399	10
800	400	10
801	401	10
802	402	10
803	403	10
804	404	10
805	405	10
806	406	10
807	407	10
808	408	10
809	409	10
810	410	10
811	411	10
812	412	10
813	413	10
814	414	10
815	415	10
816	416	10
817	417	11
818	418	11
819	419	11
820	420	11
821	421	11
822	422	11
823	423	11
824	424	11
825	425	11
826	426	11
827	427	11
828	428	11
829	429	11
830	430	11
831	431	11
832	432	11
833	433	11
834	434	11
835	435	11
836	436	11
837	437	11
838	438	11
839	439	11
840	440	11
841	441	11
842	442	11
843	443	11
844	444	11
845	445	11
846	446	11
847	447	11
848	448	11
849	449	11
850	450	11
851	451	11
852	452	11
853	453	11
